iter	RMSE
0	0.005221730808
1	0.005165495153
2	0.005127828429
3	0.005067493422
4	0.005011748686
5	0.004941076216
6	0.004878508307
7	0.004814765458
8	0.004759399776
9	0.004715854721
10	0.004676159658
11	0.00462000063
12	0.004581911926
13	0.004543061922
14	0.004503822875
15	0.004439718613
16	0.004403036553
17	0.004349391809
18	0.004311425472
19	0.004281412152
20	0.004240106815
21	0.004210545534
22	0.00417417112
23	0.004133561412
24	0.004090950858
25	0.004047920351
26	0.004004463184
27	0.003961104065
28	0.003923312123
29	0.003874625075
30	0.003839450466
31	0.003809153262
32	0.003775081178
33	0.003734312958
34	0.003696995464
35	0.00366116968
36	0.003620847522
37	0.003578011999
38	0.003553202289
39	0.003520229805
40	0.003489816708
41	0.00344866974
42	0.003418283429
43	0.003390348757
44	0.003358029473
45	0.003330271211
46	0.003300098149
47	0.003275399458
48	0.003242247746
49	0.003210781948
50	0.003184345089
51	0.003163344925
52	0.003132993941
53	0.003102826718
54	0.003079415301
55	0.00305107218
56	0.003021893734
57	0.0030013403
58	0.002979826977
59	0.002952004351
60	0.002921771943
61	0.002901230078
62	0.002876184013
63	0.002855037852
64	0.002825833534
65	0.002801315796
66	0.002779108651
67	0.002758838566
68	0.002733990181
69	0.002710620436
70	0.002687484604
71	0.002664299911
72	0.002642217232
73	0.002620025381
74	0.002599790905
75	0.00257822856
76	0.002559336498
77	0.002538736625
78	0.00251763413
79	0.002499300202
80	0.002474146331
81	0.00245151206
82	0.002426334878
83	0.002405251075
84	0.002386218717
85	0.002366924917
86	0.002353467016
87	0.002337303779
88	0.002319307354
89	0.002299189465
90	0.002282584725
91	0.002261912572
92	0.002246481317
93	0.002227047344
94	0.002211010881
95	0.002195250596
96	0.002180021501
97	0.002159100197
98	0.002145176053
99	0.002129449662
100	0.002109109149
101	0.002096118234
102	0.002080342926
103	0.002065614943
104	0.002047928265
105	0.002032513541
106	0.002019816308
107	0.002008681469
108	0.001989578712
109	0.001971609851
110	0.00195829295
111	0.001947807879
112	0.001927847775
113	0.00191563982
114	0.001902563669
115	0.001888585165
116	0.001874459298
117	0.001860898771
118	0.001844607152
119	0.001828355344
120	0.001814565883
121	0.001799842701
122	0.001785531331
123	0.001770356555
124	0.001754002345
125	0.00173867688
126	0.001724508428
127	0.001711397224
128	0.001696434718
129	0.001683572705
130	0.001671448014
131	0.001659172182
132	0.001648413168
133	0.001636488216
134	0.001623887796
135	0.001610502668
136	0.001597188397
137	0.00158459829
138	0.001575140046
139	0.0015610558
140	0.001550276277
141	0.001539680341
142	0.001527773365
143	0.001517163979
144	0.001507888424
145	0.001493346141
146	0.001482585654
147	0.001470050608
148	0.001460964188
149	0.001448981264
150	0.00143744871
151	0.001428268076
152	0.001418329443
153	0.001407742465
154	0.001397108667
155	0.001388616357
156	0.001376838285
157	0.001366551092
158	0.001358397042
159	0.00134977229
160	0.001340728906
161	0.001332113508
162	0.001322842427
163	0.001314060974
164	0.001307499285
165	0.001297269121
166	0.001287117655
167	0.001279166541
168	0.001271179698
169	0.001261059848
170	0.001252173959
171	0.001243641889
172	0.001235972806
173	0.00122606974
174	0.001217136097
175	0.00120888251
176	0.00120156529
177	0.001192577044
178	0.001186357994
179	0.001179126029
180	0.001172134513
181	0.001163757362
182	0.001155366009
183	0.001149119151
184	0.001143169004
185	0.001135183319
186	0.001128966913
187	0.001122965578
188	0.00111632082
189	0.001109299218
190	0.001100513939
191	0.001093419978
192	0.001086034554
193	0.001079311133
194	0.001072572795
195	0.001067035223
196	0.001057872696
197	0.001049709995
198	0.001041838011
199	0.001035797896
200	0.001028437627
201	0.001021712872
202	0.00101318764
203	0.001007099647
204	0.000999107986
205	0.0009901764654
206	0.0009821676491
207	0.0009743056729
208	0.0009675319086
209	0.0009623085243
210	0.0009558730702
211	0.0009495281996
212	0.0009412777829
213	0.0009336348895
214	0.0009269303982
215	0.0009207823852
216	0.0009157447713
217	0.0009083580391
218	0.0009026700696
219	0.00089661652
220	0.0008892210003
221	0.0008816212711
222	0.0008764238624
223	0.0008694742998
224	0.0008645239482
225	0.0008577688562
226	0.000852902166
227	0.0008468688544
228	0.0008412397894
229	0.0008365924624
230	0.0008313749674
231	0.0008253728217
232	0.0008210235015
233	0.0008143416945
234	0.0008086098743
235	0.0008037495067
236	0.0007991090351
237	0.0007936404182
238	0.0007883328526
239	0.0007815915172
240	0.0007768365112
241	0.0007730101961
242	0.0007684839236
243	0.0007639905631
244	0.0007609072318
245	0.000756340673
246	0.000752758874
247	0.0007494099627
248	0.000743931906
249	0.0007379559358
250	0.0007340366782
251	0.0007283667042
252	0.0007237756355
253	0.0007189439581
254	0.0007152954679
255	0.0007087716125
256	0.0007040635572
257	0.0006976158654
258	0.0006929557769
259	0.0006870442199
260	0.0006822115241
261	0.000677906265
262	0.0006720224296
263	0.0006685101056
264	0.0006645960895
265	0.0006598507057
266	0.0006553090646
267	0.000651132513
268	0.0006447048321
269	0.000641623998
270	0.0006357775784
271	0.0006316057996
272	0.0006291865853
273	0.0006249858956
274	0.0006206364497
275	0.0006173572592
276	0.0006117737849
277	0.0006081008372
278	0.0006037230575
279	0.000599450147
280	0.0005947475285
281	0.0005908620219
282	0.0005875620528
283	0.0005835042582
284	0.0005800080572
285	0.0005770358486
286	0.0005731536803
287	0.0005678210511
288	0.0005657849715
289	0.0005629587119
290	0.0005605358377
291	0.0005583383262
292	0.0005535431772
293	0.0005488135257
294	0.0005452251732
295	0.0005417273196
296	0.0005381690638
297	0.0005346274916
298	0.0005320820273
299	0.0005271885455
300	0.000522471468
301	0.0005200279644
302	0.0005154309157
303	0.000512072235
304	0.0005079011405
305	0.0005046628058
306	0.0005023576531
307	0.000500541727
308	0.0004965892649
309	0.0004948993205
310	0.0004906831337
311	0.0004876366136
312	0.0004838424693
313	0.0004808989162
314	0.0004797555705
315	0.000476096792
316	0.0004728794636
317	0.0004695240609
318	0.0004684209869
319	0.00046685771
